	PostalCode	Borough	Neighborhood	URL	Title	Latitude	Longitude
0	M3A	North York	Parkwoods	/wiki/Parkwoods	Parkwoods, Toronto	43.752440000000036	-79.32927072599996
1	M4A	North York	Victoria Village	/wiki/Victoria_Village	Victoria Village, Toronto	43.730420577000075	-79.31331999999998
2	M5A	Downtown Toronto	Harbourfront	/wiki/Harbourfront_(Toronto)	Harbourfront, Toronto	43.65512000000007	-79.36263979699999
3	M5A	Downtown Toronto	Regent Park	/wiki/Regent_Park	Regent Park, Toronto	43.65512000000007	-79.36263979699999
4	M6A	North York	Lawrence Heights	/wiki/Lawrence_Heights	Lawrence Heights, Toronto	43.72312500000004	-79.45158914699994
5	M6A	North York	Lawrence Manor	/wiki/Lawrence_Manor	Lawrence Manor, Toronto	43.72312500000004	-79.45158914699994
6	M7A	Queen's Park	Queen's Park	/wiki/Queen%27s_Park_(Toronto)	Queen's Park, Toronto	43.66110229800006	-79.39103499999999
7	M9A	Etobicoke	Islington Avenue	/wiki/Islington_Avenue	Islington Avenue, Toronto	43.662242201000026	-79.52837877199994
8	M1B	Scarborough	Rouge	/wiki/Rouge,_Toronto	Rouge, Toronto	43.811525000000074	-79.19551721399995
9	M1B	Scarborough	Malvern	/wiki/Malvern,_Toronto	Malvern, Toronto	43.811525000000074	-79.19551721399995
10	M3B	North York	Don Mills North	/wiki/North_York	North York, Toronto	43.749195000000036	-79.36190541699995
11	M4B	East York	Woodbine Gardens	/wiki/Woodbine_Gardens	Woodbine Gardens, Toronto	43.707535000000064	-79.31177329699995
12	M4B	East York	Parkview Hill	/wiki/Parkview_Hill	Parkview Hill, Toronto	43.707535000000064	-79.31177329699995
13	M5B	Downtown Toronto	Ryerson	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.65736301100003	-79.37817999999999
14	M5B	Downtown Toronto	Garden District	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.65736301100003	-79.37817999999999
15	M9B	Etobicoke	Cloverdale	/wiki/Etobicoke	Etobicoke, Toronto	43.649692227000074	-79.55394499999993
16	M9B	Etobicoke	Islington	/wiki/Islington,_Toronto	Islington, Toronto	43.649692227000074	-79.55394499999993
17	M9B	Etobicoke	Martin Grove	/wiki/Etobicoke	Etobicoke, Toronto	43.649692227000074	-79.55394499999993
18	M9B	Etobicoke	Princess Gardens	/wiki/Princess_Gardens	Princess Gardens, Toronto	43.649692227000074	-79.55394499999993
19	M9B	Etobicoke	West Deane Park	/wiki/West_Deane_Park	West Deane Park, Toronto	43.649692227000074	-79.55394499999993
20	M1C	Scarborough	Highland Creek	/wiki/Highland_Creek_(Toronto)	Highland Creek, Toronto	43.785730000000065	-79.15874999999993
21	M1C	Scarborough	Rouge Hill	/wiki/Rouge_Hill	Rouge Hill, Toronto	43.785730000000065	-79.15874999999993
22	M1C	Scarborough	Port Union	/wiki/Port_Union,_Toronto	Port Union, Toronto	43.785730000000065	-79.15874999999993
23	M3C	North York	Flemingdon Park	/wiki/Flemingdon_Park	Flemingdon Park, Toronto	43.72142500000007	-79.34345278999996
24	M3C	North York	Don Mills South	/wiki/North_York	North York, Toronto	43.72142500000007	-79.34345278999996
25	M4C	East York	Woodbine Heights	/wiki/Woodbine_Heights	Woodbine Heights, Toronto	43.68966500000005	-79.30716910999995
26	M5C	Downtown Toronto	St. James Town	/wiki/St._James_Town	St. James Town, Toronto	43.65121000000005	-79.37548057699995
27	M6C	York	Humewood-Cedarvale	/wiki/Humewood-Cedarvale	Humewood-Cedarvale, Toronto	43.69210517900007	-79.43035499999995
28	M9C	Etobicoke	Bloordale Gardens	/wiki/Etobicoke	Etobicoke, Toronto	43.648573449000025	-79.57824999999997
29	M9C	Etobicoke	Eringate	/wiki/Etobicoke	Etobicoke, Toronto	43.648573449000025	-79.57824999999997
30	M9C	Etobicoke	Markland Wood	/wiki/Markland_Wood	Markland Wood, Toronto	43.648573449000025	-79.57824999999997
31	M9C	Etobicoke	Old Burnhamthorpe	/wiki/Etobicoke	Etobicoke, Toronto	43.648573449000025	-79.57824999999997
32	M1E	Scarborough	Guildwood	/wiki/Scarborough,_Toronto	Scarborough, Toronto	43.76569000000006	-79.17525603599995
33	M1E	Scarborough	Morningside	/wiki/Morningside,_Toronto	Morningside, Toronto	43.76569000000006	-79.17525603599995
34	M1E	Scarborough	West Hill	/wiki/West_Hill,_Toronto	West Hill, Toronto	43.76569000000006	-79.17525603599995
35	M4E	East Toronto	The Beaches	/wiki/The_Beaches	The Beaches, Toronto	43.67684518300007	-79.29522499999995
36	M5E	Downtown Toronto	Berczy Park	/wiki/Berczy_Park	Berczy Park, Toronto	43.64516015600003	-79.37367499999993
37	M6E	York	Caledonia-Fairbanks		, Toronto	43.68864000000008	-79.45101525299998
38	M1G	Scarborough	Woburn	/wiki/Woburn,_Toronto	Woburn, Toronto	43.76835912100006	-79.21758999999997
39	M4G	East York	Leaside	/wiki/Leaside	Leaside, Toronto	43.70976500000007	-79.36390090899994
40	M5G	Downtown Toronto	Central Bay Street	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.65609081300005	-79.38492999999994
41	M6G	Downtown Toronto	Christie	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.66878132800008	-79.42070999999999
42	M1H	Scarborough	Cedarbrae	/wiki/Scarborough,_Toronto	Scarborough, Toronto	43.769687999000034	-79.23943999999996
43	M2H	North York	Hillcrest Village	/wiki/Hillcrest_Village	Hillcrest Village, Toronto	43.80284500000005	-79.35623615099996
44	M3H	North York	Bathurst Manor	/wiki/Bathurst_Manor	Bathurst Manor, Toronto	43.757565000000056	-79.44819079299998
45	M3H	North York	Downsview North	/wiki/North_York	North York, Toronto	43.757565000000056	-79.44819079299998
46	M3H	North York	Wilson Heights	/wiki/Wilson_Heights,_Toronto	Wilson Heights, Toronto	43.757565000000056	-79.44819079299998
47	M4H	East York	Thorncliffe Park	/wiki/Thorncliffe_Park	Thorncliffe Park, Toronto	43.70127000000008	-79.34984401799994
48	M5H	Downtown Toronto	Adelaide	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.649515000000065	-79.38250344699999
49	M5H	Downtown Toronto	King	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.649515000000065	-79.38250344699999
50	M5H	Downtown Toronto	Richmond	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.649515000000065	-79.38250344699999
51	M6H	West Toronto	Dovercourt Village	/wiki/Dovercourt_Village	Dovercourt Village, Toronto	43.66508694300006	-79.43870499999997
52	M6H	West Toronto	Dufferin	/wiki/West_Toronto	West Toronto, Toronto	43.66508694300006	-79.43870499999997
53	M1J	Scarborough	Scarborough Village	/wiki/Scarborough_Village	Scarborough Village, Toronto	43.74312500000008	-79.23174973599998
54	M2J	North York	Fairview	/wiki/North_York	North York, Toronto	43.78088000000002	-79.34779577599994
55	M2J	North York	Henry Farm	/wiki/Henry_Farm	Henry Farm, Toronto	43.78088000000002	-79.34779577599994
56	M2J	North York	Oriole	/wiki/North_York	North York, Toronto	43.78088000000002	-79.34779577599994
57	M3J	North York	Northwood Park	/wiki/Northwood_Park	Northwood Park, Toronto	43.764665000000036	-79.48718266299994
58	M3J	North York	York University	/wiki/York_University	York University, Toronto	43.764665000000036	-79.48718266299994
59	M4J	East York	East Toronto	/wiki/East_Toronto	East Toronto, Toronto	43.688765344000046	-79.33417499999996
60	M5J	Downtown Toronto	Harbourfront East	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.62347000000005	-79.39150736399995
61	M5J	Downtown Toronto	Toronto Islands	/wiki/Toronto_Islands	Toronto Islands, Toronto	43.62347000000005	-79.39150736399995
62	M5J	Downtown Toronto	Union Station	/wiki/Union_Station_(Toronto)	Union Station, Toronto	43.62347000000005	-79.39150736399995
63	M6J	West Toronto	Little Portugal	/wiki/Little_Portugal,_Toronto	Little Portugal, Toronto	43.64848500000005	-79.41774150899994
64	M6J	West Toronto	Trinity	/wiki/Trinity%E2%80%93Bellwoods	Trinity–Bellwoods, Toronto	43.64848500000005	-79.41774150899994
65	M1K	Scarborough	East Birchmount Park	/wiki/Scarborough,_Toronto	Scarborough, Toronto	43.726244585000074	-79.26366999999993
66	M1K	Scarborough	Ionview	/wiki/Ionview	Ionview, Toronto	43.726244585000074	-79.26366999999993
67	M1K	Scarborough	Kennedy Park	/wiki/Kennedy_Park,_Toronto	Kennedy Park, Toronto	43.726244585000074	-79.26366999999993
68	M2K	North York	Bayview Village	/wiki/Bayview_Village	Bayview Village, Toronto	43.78101500000002	-79.38054242199995
69	M3K	North York	CFB Toronto	/wiki/CFB_Toronto	CFB Toronto, Toronto	43.739026250000045	-79.46731999999997
70	M3K	North York	Downsview East	/wiki/North_York	North York, Toronto	43.739026250000045	-79.46731999999997
71	M4K	East Toronto	The Danforth West	/wiki/East_Toronto	East Toronto, Toronto	43.683261500000064	-79.35511999999993
72	M5K	Downtown Toronto	Design Exchange	/wiki/Design_Exchange	Design Exchange, Toronto	43.647100000000066	-79.38153109899997
73	M5K	Downtown Toronto	Toronto Dominion Centre	/wiki/Toronto_Dominion_Centre	Toronto Dominion Centre, Toronto	43.647100000000066	-79.38153109899997
74	M6K	West Toronto	Brockton	/wiki/West_Toronto	West Toronto, Toronto	43.639410000000055	-79.42436201999998
75	M6K	West Toronto	Exhibition Place	/wiki/Exhibition_Place	Exhibition Place, Toronto	43.639410000000055	-79.42436201999998
76	M6K	West Toronto	Parkdale Village	/wiki/Parkdale_Village	Parkdale Village, Toronto	43.639410000000055	-79.42436201999998
77	M1L	Scarborough	Clairlea	/wiki/Clairlea	Clairlea, Toronto	43.71313321100007	-79.28505499999993
78	M1L	Scarborough	Golden Mile	/wiki/Golden_Mile,_Toronto	Golden Mile, Toronto	43.71313321100007	-79.28505499999993
79	M1L	Scarborough	Oakridge	/wiki/Oakridge,_Toronto	Oakridge, Toronto	43.71313321100007	-79.28505499999993
80	M2L	North York	Silver Hills	/wiki/North_York	North York, Toronto	43.75719200000003	-79.37986499999994
81	M2L	North York	York Mills	/wiki/York_Mills	York Mills, Toronto	43.75719200000003	-79.37986499999994
82	M3L	North York	Downsview West	/wiki/Downsview	Downsview, Toronto	43.74088500000005	-79.50502651899995
83	M4L	East Toronto	The Beaches West	/wiki/East_Toronto	East Toronto, Toronto	43.66796500000004	-79.31467251099997
84	M4L	East Toronto	India Bazaar	/wiki/India_Bazaar	India Bazaar, Toronto	43.66796500000004	-79.31467251099997
85	M5L	Downtown Toronto	Commerce Court	/wiki/Commerce_Court	Commerce Court, Toronto	43.648205000000075	-79.37879339899995
86	M6L	North York	Downsview	/wiki/Downsview,_Toronto	Downsview, Toronto	43.713810000000066	-79.48830541199999
87	M6L	North York	North Park	/wiki/North_York	North York, Toronto	43.713810000000066	-79.48830541199999
88	M6L	North York	Upwood Park	/wiki/North_York	North York, Toronto	43.713810000000066	-79.48830541199999
89	M9L	North York	Humber Summit	/wiki/Humber_Summit	Humber Summit, Toronto	43.75950000000007	-79.55685235299995
90	M1M	Scarborough	Cliffcrest	/wiki/Cliffcrest	Cliffcrest, Toronto	43.72357500000004	-79.23497617799995
91	M1M	Scarborough	Cliffside	/wiki/Cliffside,_Toronto	Cliffside, Toronto	43.72357500000004	-79.23497617799995
92	M1M	Scarborough	Scarborough Village West	/wiki/Scarborough,_Toronto	Scarborough, Toronto	43.72357500000004	-79.23497617799995
93	M2M	North York	Newtonbrook	/wiki/Newtonbrook	Newtonbrook, Toronto	43.79147500000005	-79.41360487299994
94	M2M	North York	Willowdale	/wiki/Willowdale,_Toronto	Willowdale, Toronto	43.79147500000005	-79.41360487299994
95	M3M	North York	Downsview Central	/wiki/North_York	North York, Toronto	43.73458500000004	-79.49315062599999
96	M4M	East Toronto	Studio District	/wiki/East_Toronto	East Toronto, Toronto	43.662765652000076	-79.33482999999995
97	M5M	North York	Bedford Park	/wiki/Bedford_Park,_Toronto	Bedford Park, Toronto	43.735460000000046	-79.41916412899997
98	M5M	North York	Lawrence Manor East	/wiki/North_York	North York, Toronto	43.735460000000046	-79.41916412899997
99	M6M	York	Del Ray	/wiki/York,_Toronto	York, Toronto	43.69454500000007	-79.48464278099993
100	M6M	York	Mount Dennis	/wiki/Mount_Dennis	Mount Dennis, Toronto	43.69454500000007	-79.48464278099993
101	M6M	York	Silverthorn	/wiki/Silverthorn,_Toronto	Silverthorn, Toronto	43.69454500000007	-79.48464278099993
102	M9M	North York	Emery	/wiki/Emery,_Toronto	Emery, Toronto	43.733760000000075	-79.53752189499993
103	M9M	North York	Humberlea	/wiki/Humberlea	Humberlea, Toronto	43.733760000000075	-79.53752189499993
104	M1N	Scarborough	Birch Cliff	/wiki/Birch_Cliff	Birch Cliff, Toronto	43.696665000000046	-79.26016331599999
105	M1N	Scarborough	Cliffside West	/wiki/Scarborough,_Toronto	Scarborough, Toronto	43.696665000000046	-79.26016331599999
106	M2N	North York	Willowdale South	/wiki/North_York	North York, Toronto	43.76816500000007	-79.40741984599998
107	M3N	North York	Downsview Northwest	/wiki/North_York	North York, Toronto	43.755330601000026	-79.51958999999994
108	M4N	Central Toronto	Lawrence Park	/wiki/Lawrence_Park,_Toronto	Lawrence Park, Toronto	43.72816000000007	-79.38708518799996
