	PostalCode	Borough	Neighborhood	URL	Title	Latitude	Longitude
50	M6G	Downtown Toronto	Christie	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.6541737	-79.3808116451341
51	M5H	Downtown Toronto	Adelaide	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.6541737	-79.3808116451341
52	M5H	Downtown Toronto	Richmond	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.6541737	-79.3808116451341
53	M2J	North York	Fairview	/wiki/North_York	North York, Toronto	43.7708175	-79.4132998
54	M4J	East York	East Toronto	/wiki/East_Toronto	East Toronto, Toronto	43.653963	-79.387207
55	M5J	Downtown Toronto	Union Station	/wiki/Union_Station_(Toronto)	Union Station, Toronto	43.64469	-79.3799656881095
56	M1K	Scarborough	Ionview	/wiki/Ionview	Ionview, Toronto	43.7359904	-79.2765146
57	M2K	North York	Bayview Village	/wiki/Bayview_Village	Bayview Village, Toronto	43.7691966	-79.3766617
58	M4K	East Toronto	The Danforth West	/wiki/East_Toronto	East Toronto, Toronto	43.653963	-79.387207
59	M5K	Downtown Toronto	Design Exchange	/wiki/Design_Exchange	Design Exchange, Toronto	43.6477412	-79.3801145
60	M6K	West Toronto	Parkdale Village	/wiki/Parkdale_Village	Parkdale Village, Toronto	43.6404954	-79.4368965
61	M1L	Scarborough	Clairlea	/wiki/Clairlea	Clairlea, Toronto	43.7088231	-79.2959856
62	M1L	Scarborough	Oakridge	/wiki/Oakridge,_Toronto	Oakridge, Toronto	43.6971738	-79.2748232
63	M2L	North York	Silver Hills	/wiki/North_York	North York, Toronto	43.7708175	-79.4132998
64	M2L	North York	York Mills	/wiki/York_Mills	York Mills, Toronto	43.7461836	-79.4204541
65	M3L	North York	Downsview West	/wiki/Downsview	Downsview, Toronto	43.7492988	-79.462248
66	M4L	East Toronto	The Beaches West	/wiki/East_Toronto	East Toronto, Toronto	43.653963	-79.387207
67	M4L	East Toronto	India Bazaar	/wiki/India_Bazaar	India Bazaar, Toronto	43.6722231	-79.3235032
68	M5L	Downtown Toronto	Commerce Court	/wiki/Commerce_Court	Commerce Court, Toronto	43.64809515	-79.3790207204735
69	M5L	Downtown Toronto	Victoria Hotel	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.6541737	-79.3808116451341
70	M6L	North York	Downsview	/wiki/Downsview,_Toronto	Downsview, Toronto	43.7492988	-79.462248
71	M6L	North York	North Park	/wiki/North_York	North York, Toronto	43.7708175	-79.4132998
72	M6L	North York	Upwood Park	/wiki/North_York	North York, Toronto	43.7708175	-79.4132998
73	M9L	North York	Humber Summit	/wiki/Humber_Summit	Humber Summit, Toronto	43.7600778	-79.5717598
74	M1M	Scarborough	Cliffcrest	/wiki/Cliffcrest	Cliffcrest, Toronto	43.7219387	-79.2362324
75	M1M	Scarborough	Cliffside	/wiki/Cliffside,_Toronto	Cliffside, Toronto	43.7111699	-79.2481769
76	M1M	Scarborough	Scarborough Village West	/wiki/Scarborough,_Toronto	Scarborough, Toronto	43.773077	-79.257774
77	M2M	North York	Newtonbrook	/wiki/Newtonbrook	Newtonbrook, Toronto	43.7938863	-79.4256790230105
78	M2M	North York	Willowdale	/wiki/Willowdale,_Toronto	Willowdale, Toronto	43.7753558	-79.4166859823926
79	M3M	North York	Downsview Central	/wiki/North_York	North York, Toronto	43.7708175	-79.4132998
80	M4M	East Toronto	Studio District	/wiki/East_Toronto	East Toronto, Toronto	43.653963	-79.387207
81	M5M	North York	Bedford Park	/wiki/Bedford_Park,_Toronto	Bedford Park, Toronto	43.7373876	-79.4109253
82	M5M	North York	Lawrence Manor East	/wiki/North_York	North York, Toronto	43.7708175	-79.4132998
83	M6M	York	Del Ray	/wiki/York,_Toronto	York, Toronto	43.6896191	-79.479188
84	M6M	York	Keelesdale	/wiki/Keelesdale	Keelesdale, Toronto	43.690157	-79.4750564
85	M6M	York	Mount Dennis	/wiki/Mount_Dennis	Mount Dennis, Toronto	43.6869597	-79.4895513
86	M6M	York	Silverthorn	/wiki/Silverthorn,_Toronto	Silverthorn, Toronto	43.682123	-79.4715724
87	M9M	North York	Emery	/wiki/Emery,_Toronto	Emery, Toronto	43.7520744	-79.5423657
88	M9M	North York	Humberlea	/wiki/Humberlea	Humberlea, Toronto	43.7213166	-79.5331605
89	M1N	Scarborough	Birch Cliff	/wiki/Birch_Cliff	Birch Cliff, Toronto	43.70211215	-79.2600905301568
90	M1N	Scarborough	Cliffside West	/wiki/Scarborough,_Toronto	Scarborough, Toronto	43.773077	-79.257774
91	M2N	North York	Willowdale South	/wiki/North_York	North York, Toronto	43.7708175	-79.4132998
92	M3N	North York	Downsview Northwest	/wiki/North_York	North York, Toronto	43.7708175	-79.4132998
93	M4N	Central Toronto	Lawrence Park	/wiki/Lawrence_Park,_Toronto	Lawrence Park, Toronto	43.729199	-79.4032525
94	M5N	Central Toronto	Roselawn	/wiki/Central_Toronto	Central Toronto, Toronto	43.653963	-79.387207
95	M6N	York	The Junction North	/wiki/York,_Toronto	York, Toronto	43.6896191	-79.479188
96	M6N	York	Runnymede	/wiki/York,_Toronto	York, Toronto	43.6896191	-79.479188
97	M9N	York	Weston	/wiki/Weston,_Toronto	Weston, Toronto	43.7001608	-79.5162474
98	M1P	Scarborough	Dorset Park	/wiki/Dorset_Park	Dorset Park, Toronto	43.7528467	-79.282067
99	M1P	Scarborough	Scarborough Town Centre	/wiki/Scarborough_Town_Centre	Scarborough Town Centre, Toronto	43.7761255	-79.2584355948573
100	M1P	Scarborough	Wexford Heights	/wiki/Wexford_Heights	Wexford Heights, Toronto	43.7432421	-79.304641
101	M2P	North York	York Mills West	/wiki/North_York	North York, Toronto	43.7708175	-79.4132998
102	M4P	Central Toronto	Davisville North	/wiki/Central_Toronto	Central Toronto, Toronto	43.653963	-79.387207
103	M5P	Central Toronto	Forest Hill North	/wiki/Forest_Hill_North	Forest Hill North, Toronto	43.6935586	-79.4139023
104	M5P	Central Toronto	Forest Hill West	/wiki/Central_Toronto	Central Toronto, Toronto	43.653963	-79.387207
105	M6P	West Toronto	High Park	/wiki/High_Park	High Park, Toronto	43.64628135	-79.4638213811953
106	M6P	West Toronto	The Junction South	/wiki/West_Toronto	West Toronto, Toronto	43.653963	-79.387207
107	M9P	Etobicoke	Westmount	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
108	M1R	Scarborough	Maryvale	/wiki/Maryvale,_Toronto	Maryvale, Toronto	43.7590508	-79.3102297
109	M1R	Scarborough	Wexford	/wiki/Wexford,_Toronto	Wexford, Toronto	43.7453767	-79.2947155
110	M2R	North York	Willowdale West	/wiki/Willowdale_West	Willowdale West, Toronto	43.7753558	-79.4166859823926
111	M4R	Central Toronto	North Toronto West	/wiki/Central_Toronto	Central Toronto, Toronto	43.653963	-79.387207
112	M5R	Central Toronto	The Annex	/wiki/The_Annex	The Annex, Toronto	43.6703377	-79.407117
113	M5R	Central Toronto	North Midtown	/wiki/Central_Toronto	Central Toronto, Toronto	43.653963	-79.387207
114	M5R	Central Toronto	Yorkville	/wiki/Yorkville,_Toronto	Yorkville, Toronto	43.6713861	-79.3901677
115	M6R	West Toronto	Parkdale	/wiki/Parkdale,_Toronto	Parkdale, Toronto	43.6404954	-79.4368965
116	M6R	West Toronto	Roncesvalles	/wiki/Roncesvalles,_Toronto	Roncesvalles, Toronto	43.6514426	-79.4510381
117	M7R	Mississauga	Canada Post Gateway Processing Centre		, Toronto	43.653963	-79.387207
118	M9R	Etobicoke	Kingsview Village	/wiki/Kingsview_Village	Kingsview Village, Toronto	43.6995391	-79.5563459
119	M9R	Etobicoke	Martin Grove Gardens	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
120	M9R	Etobicoke	Richview Gardens	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
121	M9R	Etobicoke	St. Phillips	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
122	M1S	Scarborough	Agincourt	/wiki/Agincourt,_Toronto	Agincourt, Toronto	43.7853531	-79.2785494
123	M4S	Central Toronto	Davisville	/wiki/Central_Toronto	Central Toronto, Toronto	43.653963	-79.387207
124	M5S	Downtown Toronto	Harbord	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.6541737	-79.3808116451341
125	M5S	Downtown Toronto	University of Toronto	/wiki/University_of_Toronto	University of Toronto, Toronto	43.6635094	-79.3977783616393
126	M6S	West Toronto	Swansea	/wiki/Swansea,_Toronto	Swansea, Toronto	43.64494	-79.478313
127	M1T	Scarborough	Clarks Corners	/wiki/Scarborough,_Toronto	Scarborough, Toronto	43.773077	-79.257774
128	M1T	Scarborough	Sullivan	/wiki/Scarborough,_Toronto	Scarborough, Toronto	43.773077	-79.257774
129	M1T	Scarborough	Tam O'Shanter	/wiki/Tam_O%27Shanter_%E2%80%93_Sullivan	Tam O'Shanter – Sullivan, Toronto	43.7689975	-79.3018488191115
130	M4T	Central Toronto	Moore Park	/wiki/Moore_Park,_Toronto	Moore Park, Toronto	43.6903876	-79.3832965
131	M4T	Central Toronto	Summerhill East	/wiki/Central_Toronto	Central Toronto, Toronto	43.653963	-79.387207
132	M5T	Downtown Toronto	Chinatown	/wiki/Chinatown,_Toronto	Chinatown, Toronto	43.6529237	-79.3980316
133	M5T	Downtown Toronto	Grange Park	/wiki/Grange_Park_(Toronto)	Grange Park, Toronto	43.6521919	-79.3921942591534
134	M5T	Downtown Toronto	Kensington Market	/wiki/Kensington_Market	Kensington Market, Toronto	43.6552136	-79.4022604
135	M1V	Scarborough	Agincourt North	/wiki/Agincourt_North	Agincourt North, Toronto	43.8080383	-79.2664391
136	M1V	Scarborough	L'Amoreaux East	/wiki/Scarborough,_Toronto	Scarborough, Toronto	43.773077	-79.257774
137	M1V	Scarborough	Milliken	/wiki/Milliken,_Ontario	Milliken, Ontario, Toronto	43.8232173	-79.3015232
138	M1V	Scarborough	Steeles East	/wiki/Scarborough,_Toronto	Scarborough, Toronto	43.773077	-79.257774
139	M4V	Central Toronto	Deer Park	/wiki/Deer_Park,_Toronto	Deer Park, Toronto	43.68809	-79.3940935
140	M4V	Central Toronto	Forest Hill SE	/wiki/Central_Toronto	Central Toronto, Toronto	43.653963	-79.387207
141	M4V	Central Toronto	Rathnelly	/wiki/Rathnelly	Rathnelly, Toronto	43.6774724	-79.4004598
142	M4V	Central Toronto	South Hill	/wiki/South_Hill,_Toronto	South Hill, Toronto	43.6779261	-79.4057671
143	M4V	Central Toronto	Summerhill West	/wiki/Central_Toronto	Central Toronto, Toronto	43.653963	-79.387207
144	M5V	Downtown Toronto	CN Tower	/wiki/CN_Tower	CN Tower, Toronto	43.6425637	-79.3870871832047
145	M5V	Downtown Toronto	Bathurst Quay	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.6541737	-79.3808116451341
146	M5V	Downtown Toronto	Island airport	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.6541737	-79.3808116451341
147	M5V	Downtown Toronto	Harbourfront West	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.6541737	-79.3808116451341
148	M5V	Downtown Toronto	King and Spadina	/wiki/King_and_Spadina	King and Spadina, Toronto	43.6454561	-79.3949942
149	M5V	Downtown Toronto	Railway Lands	/wiki/Railway_Lands	Railway Lands, Toronto	49.2663469	-123.2367458
150	M5V	Downtown Toronto	South Niagara	/wiki/South_Niagara	South Niagara, Toronto	43.07214455	-79.0738681968063
151	M8V	Etobicoke	Humber Bay Shores	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
152	M8V	Etobicoke	Mimico South	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
153	M8V	Etobicoke	New Toronto	/wiki/New_Toronto	New Toronto, Toronto	43.6007625	-79.505264
154	M9V	Etobicoke	Albion Gardens	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
155	M9V	Etobicoke	Humbergate	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
156	M9V	Etobicoke	Silverstone	/wiki/Silverstone,_Toronto	Silverstone, Toronto	43.7497509	-79.5991159310942
157	M9V	Etobicoke	South Steeles	/wiki/South_Steeles	South Steeles, Toronto	43.8161778	-79.3145378
158	M9V	Etobicoke	Thistletown	/wiki/Thistletown	Thistletown, Toronto	43.7372656	-79.5653169
159	M1W	Scarborough	L'Amoreaux West	/wiki/Scarborough,_Toronto	Scarborough, Toronto	43.773077	-79.257774
160	M4W	Downtown Toronto	Rosedale	/wiki/Rosedale,_Toronto	Rosedale, Toronto	43.6783556	-79.3807457
161	M5W	Downtown Toronto	Stn A PO Boxes 25 The Esplanade	/wiki/Downtown_Toronto	Downtown Toronto, Toronto	43.6541737	-79.3808116451341
162	M8W	Etobicoke	Alderwood	/wiki/Alderwood,_Toronto	Alderwood, Toronto	43.6017173	-79.5452325
163	M8W	Etobicoke	Long Branch	/wiki/Long_Branch,_Toronto	Long Branch, Toronto	43.5930751	-79.541212
164	M9W	Etobicoke	Northwest	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
165	M1X	Scarborough	Upper Rouge	/wiki/Upper_Rouge	Upper Rouge, Toronto	43.8049304	-79.1658374
166	M4X	Downtown Toronto	Cabbagetown	/wiki/Cabbagetown,_Toronto	Cabbagetown, Toronto	43.6644734	-79.3669861
167	M5X	Downtown Toronto	First Canadian Place	/wiki/First_Canadian_Place	First Canadian Place, Toronto	43.6487681	-79.3816917928303
168	M5X	Downtown Toronto	Underground city	/wiki/Underground_city	Underground city, Toronto	43.7701454	-79.3748625
169	M8X	Etobicoke	The Kingsway	/wiki/The_Kingsway	The Kingsway, Toronto	43.6473811	-79.5113328
170	M8X	Etobicoke	Montgomery Road	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
171	M8X	Etobicoke	Old Mill North	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
172	M4Y	Downtown Toronto	Church and Wellesley	/wiki/Church_and_Wellesley	Church and Wellesley, Toronto	43.6655242	-79.3838011
173	M7Y	East Toronto	Business Reply Mail Processing Centre 969 Eastern	/wiki/East_Toronto	East Toronto, Toronto	43.653963	-79.387207
174	M8Y	Etobicoke	Humber Bay	/wiki/Humber_Bay	Humber Bay, Toronto	43.6400463	-79.495028
175	M8Y	Etobicoke	King's Mill Park	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
176	M8Y	Etobicoke	Kingsway Park South East	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
177	M8Y	Etobicoke	Mimico NE	/wiki/Mimico	Mimico, Toronto	43.6036604	-79.4932037
178	M8Y	Etobicoke	Old Mill South	/wiki/Old_Mill,_Toronto	Old Mill, Toronto	43.6513012	-79.4954753
179	M8Y	Etobicoke	The Queensway East	/wiki/The_Queensway	The Queensway, Toronto	43.6236182	-79.5147637
180	M8Y	Etobicoke	Royal York South East	/wiki/Fairmont_Royal_York_Hotel	Fairmont Royal York Hotel, Toronto	43.64590915	-79.3813637083646
181	M8Y	Etobicoke	Sunnylea	/wiki/Sunnylea	Sunnylea, Toronto	43.64159705	-79.5016649732138
182	M8Z	Etobicoke	Kingsway Park South West	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
183	M8Z	Etobicoke	Mimico NW	/wiki/Mimico	Mimico, Toronto	43.6036604	-79.4932037
184	M8Z	Etobicoke	The Queensway West	/wiki/The_Queensway	The Queensway, Toronto	43.6236182	-79.5147637
185	M8Z	Etobicoke	Royal York South West	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
186	M8Z	Etobicoke	South of Bloor	/wiki/Etobicoke	Etobicoke, Toronto	43.67145915	-79.5524920661167
187	M1B	Scarborough	Rouge	/wiki/Rouge,_Toronto	Rouge, Toronto	43.8049304	-79.1658374
188	M9B	Etobicoke	Princess Gardens	/wiki/Princess_Gardens	Princess Gardens, Toronto	43.6404664	-79.3912237
189	M9B	Etobicoke	West Deane Park	/wiki/West_Deane_Park	West Deane Park, Toronto	43.6631995	-79.5685684
190	M1C	Scarborough	Highland Creek	/wiki/Highland_Creek_(Toronto)	Highland Creek, Toronto	43.7901172	-79.1733344
191	M1C	Scarborough	Rouge Hill	/wiki/Rouge_Hill	Rouge Hill, Toronto	43.7802711	-79.1304992
192	M5E	Downtown Toronto	Berczy Park	/wiki/Berczy_Park	Berczy Park, Toronto	43.6479887	-79.3753927260178
193	M2H	North York	Hillcrest Village	/wiki/Hillcrest_Village	Hillcrest Village, Toronto	43.7996637	-79.3650189
194	M3H	North York	Wilson Heights	/wiki/Wilson_Heights,_Toronto	Wilson Heights, Toronto	43.7405195	-79.4400172
195	M4H	East York	Thorncliffe Park	/wiki/Thorncliffe_Park	Thorncliffe Park, Toronto	43.704553	-79.3454074
196	M5J	Downtown Toronto	Toronto Islands	/wiki/Toronto_Islands	Toronto Islands, Toronto	43.6161962	-79.3693582
197	M1K	Scarborough	East Birchmount Park	/wiki/Scarborough,_Toronto	Scarborough, Toronto	43.773077	-79.257774
198	M3K	North York	Downsview East	/wiki/North_York	North York, Toronto	43.7708175	-79.4132998
199	M4K	East Toronto	Riverdale	/wiki/Riverdale,_Toronto	Riverdale, Toronto	43.6654704	-79.3525936
200	M5K	Downtown Toronto	Toronto Dominion Centre	/wiki/Toronto_Dominion_Centre	Toronto Dominion Centre, Toronto	43.64736955	-79.3813733580709
201	M6K	West Toronto	Brockton	/wiki/West_Toronto	West Toronto, Toronto	43.653963	-79.387207
202	M6K	West Toronto	Exhibition Place	/wiki/Exhibition_Place	Exhibition Place, Toronto	43.63381345	-79.417140724094
203	M1L	Scarborough	Golden Mile	/wiki/Golden_Mile,_Toronto	Golden Mile, Toronto	43.7278414	-79.2876217
